web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization,title,genres,spoken_languages,production_countries,release_date,runtime,overview
https://www.nytimes.com/2019/09/26/movies/first-love-review.html,The prolific director Takashi Miike delivers an unusually satisfying Japanese genre romp.,The New York Times,"subject: Movies;persons: Miike, Takashi;creative_works: First Love (Movie);",2019-09-26T11:00:06+0000,398,‘First Love’ Review: Eluding Assassins With the Help of a Boxer,Critic’s Pick,,"Assassin Variations, by Way of Japan",,,,By Glenn Kenny,,First Love,"Crime, Action, Comedy","Mandarin, Japanese","Japan, United Kingdom",2019-05-31,108,"Set over one night in Tokyo, we follow Leo, a young boxer down on his luck as he meets his ‘first love’ Monica, a call-girl and an addict but still innocent. But, little does Leo know, Monica is unwittingly caught up in a drug-smuggling scheme, and the two are pursued through the night by a corrupt cop, a yakuza, his nemesis, and a female assassin sent by the Chinese Triads. All their fates intertwine in spectacular Miike style, at his most fun and anarchic."
https://www.nytimes.com/2019/09/19/movies/loro-review.html,Toni Servillo plays the former Italian Prime Minister Silvio Berlusconi in Paolo Sorrentino’s extravagant portrait.,The New York Times,"subject: Movies;creative_works: Loro (Movie);persons: Servillo, Toni;persons: Sorrentino, Paolo;persons: Berlusconi, Silvio;glocations: Italy;",2019-09-19T17:27:07+0000,820,"‘Loro’ Review: A Corrupt Leader, and the People Who Love Him",,,Corruption and Charisma Personified,,,,By A.O. Scott,,Loro,Drama,Italian,"France, Italy",2018-09-13,157,"Internationally released Director's Cut of ""Loro 1"" and ""Loro 2"", which were released separately as two movies in Italy. The film talks about the group of businessmen and politicians – the Loro (Them) from the title – who live and act near to media tycoon and politician Silvio Berlusconi in the years between 2006 and 2009."
https://www.nytimes.com/2019/08/29/movies/falling-inn-love-review.html,"It’s hard to find a reliable, talented, reasonably priced, eco-friendly contractor these days.",The New York Times,"subject: Movies;organizations: Netflix Inc;persons: Kumble, Roger;persons: Milian, Christina;persons: Demos, Adam;creative_works: Falling Inn Love (Movie);",2019-08-29T14:56:44+0000,374,‘Falling Inn Love’ Review: A Prize That Needs Some Work,Streaming Movie Review,,A Fine Romance to Watch While Sorting Socks,,,,By Helen T. Verongos,,Falling Inn Love,"Romance, Comedy",English,United States of America,2019-08-29,98,"When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor."
https://www.nytimes.com/2019/08/22/movies/hot-air-review.html,Steve Coogan stars in this cumbersome political comedy.,The New York Times,"subject: Movies;persons: Coogan, Steve;persons: Coraci, Frank;creative_works: Hot Air (Movie);persons: Campbell, Neve;",2019-08-22T15:50:09+0000,266,‘Hot Air’ Review: A Right-Wing Radio Host Learns to Love Again,,,Hot Air,,,,By Bilge Ebiri,,Hot Air,Drama,English,United States of America,2018-04-10,99,A right-wing talk show host's life takes a sudden turn when his 16-year-old niece comes crashing into his life.
https://www.nytimes.com/2019/08/08/movies/love-anthosa-review.html,"Anton Yelchin, who played Chekov in the J.J. Abrams-produced “Star Trek” films, assembled an eclectic filmography before his death at 27 in 2016.",The New York Times,"subject: Documentary Films and Programs;creative_works: Love, Antosha (Movie);persons: Price, Garret;persons: Yelchin, Anton;",2019-08-08T09:00:10+0000,319,"‘Love, Antosha’ Review: A Heartbreaking Look at an Actor’s Too-Short Life",Critic’s Pick,,"Love, Antosha",,,,By Glenn Kenny,,"Love, Antosha",Documentary,"English, Russian",United States of America,2019-08-02,92,"From a prolific career in film and television, Anton Yelchin left an indelible legacy as an actor. Through his journals and other writings, his photography, the original music he wrote, and interviews with his family, friends, and colleagues, this film looks not just at Anton's impressive career, but at a broader portrait of the man."
https://www.nytimes.com/2019/06/06/movies/leto-review.html,Kirill Serebrennikov’s gentle mood piece brings an underground music scene to vivid life.,The New York Times,"subject: Music;creative_works: Leto (Movie);persons: Serebrennikov, Kirill S;",2019-06-06T11:00:02+0000,283,‘Leto’ Review: Love and Rock in Leningrad,Critic’s Pick,,Leto,,,,By Jeannette Catsoulis,,Leto,"Music, Drama",Russian,"France, Russia",2018-06-07,126,"Leningrad, one summer in the early eighties. Smuggling LPs by Lou Reed and David Bowie, the underground rock scene is boiling ahead of the Perestroika. Mike and his beautiful wife Natasha meet with young Viktor Tsoï. Together with friends, they will change the destiny of rock’n’roll in the Soviet Union."
https://www.nytimes.com/2019/05/21/movies/the-tomorrow-man-review.html,Blythe Danner and John Lithgow strain to elevate this twee late-life romance.,The New York Times,"subject: Movies;creative_works: The Tomorrow Man (Movie);persons: Danner, Blythe;persons: Lithgow, John;persons: Jones, Noble;",2019-05-21T11:00:01+0000,280,‘The Tomorrow Man’ Review: Love Among the Neuroses,,,"They Whirl, They Twirl, They Tango",,,,By Jeannette Catsoulis,,The Tomorrow Man,"Drama, Romance",English,United States of America,2019-05-22,94,"Ed Hemsler spends his life preparing for a disaster that may never come. Ronnie Meisner spends her life shopping for things she may never use. In a small town somewhere in America, these two people will try to find love while trying not to get lost in each other’s stuff."
https://www.nytimes.com/2019/05/16/movies/asako-i-and-ii-review.html,The Japanese director Ryusuke Hamaguchi follows up his marathon “Happy Hour” with a story of love among young urbanites.,The New York Times,"subject: Movies;creative_works: Asako I & II (Movie);persons: Hamaguchi, Ryusuke;",2019-05-16T11:00:01+0000,547,‘Asako I & II’ Review: Double the Love (and the Heartbreak),Critic’s Pick,,Falling For a Drifter And His Lookalike,,,,By Glenn Kenny,,Asako I & II,"Drama, Romance","Japanese, English",Japan,2018-09-01,119,"College student Asako falls in love at first sight with Baku after meeting at a photography exhibit. Romance sparks between the two but doesn't last long when Baku suddenly disappears from her life. Two years later, she spots a man that bears a striking resemblance to him. Even though it is only his physical similarities to Baku that attracted her to him, she doesn't say so and starts dating the soft-spoken young man called Ryohei."
https://www.nytimes.com/2019/05/15/movies/the-sun-is-also-a-star-review.html,"Yara Shahidi and Charles Melton play teenagers falling in love on a hectic, sunny day in New York.",The New York Times,"subject: Movies;creative_works: The Sun Is also a Star (Movie);persons: Russo-Young, Ry;persons: Shahidi, Yara (2000- );persons: Yoon, Nicola (Author);persons: Melton, Charles (1991- );",2019-05-15T16:01:27+0000,697,"‘The Sun Is Also a Star’ Review: A Charming, if Generic, Adolescent Love Story",,,A Beautiful Day for Young Hearts,,,,By A.O. Scott,,The Sun Is Also a Star,"Romance, Drama",English,United States of America,2019-05-16,100,"Two young New Yorkers begin to fall in love over the course of a single day, as a series of potentially life-altering meetings loom over their heads - hers concerning her family’s deportation to Jamaica, and his concerning an education at Dartmouth."
https://www.nytimes.com/2019/05/10/movies/sheherazade-review.html,The options are few and most of them involve risk or further deprivation for these French teenagers who face the world with little support.,The New York Times,"subject: Movies;organizations: Netflix Inc;creative_works: Sheherazade (Movie);persons: Marlin, Jean-Bernard;",2019-05-10T11:00:01+0000,350,‘Shéhérazade’ Review: Love in the Mean Streets of Marseille,Streaming Movie Review,,,,,,By Helen T. Verongos,,Shéhérazade,"Drama, Thriller, Romance",French,France,2018-09-05,106,"Zachary, 17 years old, gets out of jail. Rejected by his mother, he hangs out in the mean streets of Marseille. He falls in love with Shéhérazade, a young prostitute of whom he becomes the pimp without realizing it..."
https://www.nytimes.com/2019/05/02/movies/long-shot-review.html,The improbably yet perfectly paired stars play old friends who unexpectedly find love in this charming (and a bit vulgar) romantic comedy.,The New York Times,"subject: Movies;subject: Comedy and Humor;persons: Odenkirk, Bob;persons: Rogen, Seth;persons: Theron, Charlize;creative_works: Long Shot (Movie);persons: Levine, Jonathan A (1976- );",2019-05-02T17:43:25+0000,1025,‘Long Shot’ Review: Charlize Theron and Seth Rogen Give Good Heart,Critic’s Pick,,Beating the Odds for Love and Bliss,,,,By Manohla Dargis,,Long Shot,"Comedy, Romance","French, English, Swedish",United States of America,2019-05-02,125,"Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter — much to the dismay of her trusted advisers."
https://www.nytimes.com/2019/05/02/movies/clara-review.html,A ruthless empiricist searching for life beyond Earth learns a thing or two about life on the planet.,The New York Times,"subject: Movies;creative_works: Clara (Movie);persons: Adams, Patrick J;persons: Esmer, Ennis (1978- );persons: Sherman, Akash;",2019-05-02T11:00:04+0000,256,‘Clara’ Review: Love Means Never Having to Say You’re Starry,,,Clara,,,,By Ben Kenigsberg,,Clara,"Drama, Music",German,"France, Germany, Hungary",2008-11-07,107,A look at the lives of 19th-century composers Clara and Robert Schumann.
https://www.nytimes.com/2019/04/19/movies/kalank-review.html,Abhishek Varman’s maximalist melodrama delivers spectacle (some of it mind-numbing) but fails to tell a gripping story.,The New York Times,"subject: Movies;creative_works: Kalank (Movie);persons: Varman, Abhishek;",2019-04-19T15:38:08+0000,479,‘Kalank’ Review: A Bollywood Love Story in the Shadow of Partition,,,An Extravagant Spectacle,,,,By Rachel Saltz,,Kalank,"Drama, Romance",Hindi,India,2019-04-17,166,"Set in 1945, in Pre-Independent India, the elite, opulent and solemn world of the Chaudhry family, and the wild, mysterious and musical underbelly of the town, Hira Mandi, clash when Roop Chaudhry encounters Zafar, a daredevil from Hira Mandi, unleashing deep-buried truths, secrets of betrayal and affairs that threaten to bring both worlds crashing down."
https://www.nytimes.com/2019/04/18/movies/rafiki-review.html,The story of a romance between two Kenyan women was shown at Cannes after being banned in Kenya.,The New York Times,"subject: Movies;persons: Kahiu, Wanuri;creative_works: Rafiki (Movie);persons: Mugatsia, Samantha;persons: Munyiva, Sheila;",2019-04-18T11:00:06+0000,251,"‘Rafiki’ Review: Falling in Love, Illegally",,,Rafiki,,,,By Ben Kenigsberg,,Rafiki,"Drama, Romance","Swahili, English","Kenya, South Africa",2018-09-26,82,"Kena and Ziki long for something more. Despite the political rivalry between their families, the girls resist and remain close friends, supporting each other to pursue their dreams in a conservative society. When love blossoms between them, the two girls will be forced to choose between happiness and safety."
https://www.nytimes.com/2019/03/28/movies/diane-review.html,"Mary Kay Place is astonishing as a weary widow dealing with guilt, heartache and a diminishing circle of friends.",The New York Times,"subject: Movies;creative_works: Diane (Movie);persons: Jones, Kent;persons: Place, Mary Kay;persons: Parsons, Estelle;persons: Martin, Andrea (1947- );",2019-03-28T11:00:01+0000,511,"‘Diane’ Review: A Vibrant Tale of Love, Sisterhood and Decline",Critic’s Pick,,"A Vibrant Tale of Love, Sisterhood and Decline",,,,By Jeannette Catsoulis,,Diane,Drama,"German, English, French, Spanish",Switzerland,2024-03-21,95,"A woman suffers postpartum depression, leaves her home, her new baby and family, and flees to Portugal."
https://www.nytimes.com/2019/03/14/movies/five-feet-apart-review.html,Haley Lu Richardson and Cole Sprouse navigate the rules of attraction and of a hospital in this film about living with cystic fibrosis.,The New York Times,"subject: Movies;creative_works: Five Feet Apart (Movie);persons: Baldoni, Justin;",2019-03-14T13:00:07+0000,258,‘Five Feet Apart’ Review: Ailing Teenagers Live Dangerously for Love,,,Five Feet Apart,,,,By Ben Kenigsberg,,Five Feet Apart,"Romance, Drama","English, French, Spanish",United States of America,2019-03-14,116,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction."
https://www.nytimes.com/2019/03/13/movies/ash-is-purest-white-review.html,"In Jia Zhangke’s enthralling new feature, Zhao Tao and Liao Fan portray an underworld power couple at the mercy of time and fate.",The New York Times,subject: Movies;persons: Jia Zhang Ke;persons: Liao Fan (1974- );persons: Zhao Tao (1977- );creative_works: Ash Is Purest White (Movie);,2019-03-13T15:44:46+0000,911,‘Ash Is Purest White’ Review: Love Smolders and Crime Pays in a Changing China,Critic’s Pick,,"Gangsters’ Paradise Lost, in China",,,,By A.O. Scott,,Ash Is Purest White,"Crime, Romance, Drama",Mandarin,"France, Japan, China",2018-09-21,141,"Set in China's underworld, this tale of love and betrayal follows a dancer who fired a gun to protect her mobster boyfriend during a fight. On release from prison 5 years later, she sets out to find him."
https://www.nytimes.com/2019/03/07/movies/gloria-bell-review.html,The Chilean writer-director Sebastián Lelio finds a perfect partner in Moore for this fantastic remake of his 2013 movie “Gloria.”,The New York Times,"subject: Movies;creative_works: Gloria Bell (Movie);persons: Moore, Julianne;persons: Turturro, John;persons: Lelio, Sebastian;",2019-03-07T18:49:47+0000,991,‘Gloria Bell’ Review: Love Is in the Air for a Transcendent Julianne Moore,Critic’s Pick,,"Love, and Some Laughter, Is in the Air",,,,By Manohla Dargis,,Gloria Bell,"Drama, Romance",English,"Chile, United States of America",2019-03-07,102,"Gloria is a free-spirited divorcée who spends her days at a straight-laced office job and her nights on the dance floor, joyfully letting loose at clubs around Los Angeles. After meeting Arnold on a night out, she finds herself thrust into an unexpected new romance, filled with both the joys of budding love and the complications of dating, identity, and family."
https://www.nytimes.com/2019/03/06/movies/black-mother-review.html,"In Khalik Allah’s poetic movie, the most prevalent perspective is not that of a documentarian, but of a filmmaker’s love.",The New York Times,"subject: Documentary Films and Programs;persons: Allah, Khalik (1985- );creative_works: Black Mother (Movie);",2019-03-06T18:30:16+0000,380,‘Black Mother’ Review: Exploring the Roots of Life Itself,Critic’s Pick,,"Exploring the Roots of Life Itself, With Love",,,,By Glenn Kenny,,Black Mother,Documentary,English,United States of America,2018-11-02,77,"Part film, part baptism, in BLACK MOTHER director Khalik Allah brings us on a spiritual journey through Jamaica. Soaking up its bustling metropolises and tranquil countryside, Allah introduces us to a succession of vividly rendered souls who call this island home. Their candid testimonies create a polyphonic symphony, set against a visual prayer of indelible portraiture. Thoroughly immersed between the sacred and profane, BLACK MOTHER channels rebellion and reverence into a deeply personal ode informed by Jamaica’s turbulent history but existing in the urgent present."
https://www.nytimes.com/2019/02/28/movies/the-hole-in-the-ground-review.html,"Something strange is going on in the Irish countryside, and it’s not just the giant roiling pit of dirt.",The New York Times,"subject: Movies;creative_works: The Hole in the Ground (Movie);persons: Cronin, Lee (Film Director);",2019-02-28T12:00:09+0000,291,‘The Hole in the Ground’ Review: A Horror Film Is Suffocated by a Mother’s Love,,,The Hole  in the Ground,,,,By Teo Bugbee,,The Hole in the Ground,Horror,English,"Belgium, Finland, Ireland, United Kingdom",2019-03-01,90,"Trying to escape her broken past, Sarah O’Neill is building a new life on the fringes of a backwood rural town with her young son Chris. A terrifying encounter with a mysterious neighbour shatters her fragile security, throwing Sarah into a spiralling nightmare of paranoia and mistrust, as she tries to uncover if the disturbing changes in her little boy are connected to an ominous sinkhole buried deep in the forest that borders their home."
https://www.nytimes.com/2019/02/20/movies/how-to-train-your-dragon-hidden-world-review.html,The third in this franchise concerns the exigencies that poor Hiccup must face as the leader of Berk.,The New York Times,"subject: Movies;persons: DeBlois, Dean;persons: Baruchel, Jay;persons: ABRAHAM, F MURRAY;persons: Ferrera, America;creative_works: How to Train Your Dragon: The Hidden World (Movie);",2019-02-21T00:02:36+0000,531,‘How to Train Your Dragon: The Hidden World’ Review: A Series Scales Up,,,Love Takes Wing Amid Trouble in Utopia,,,,By Ben Kenigsberg,,How to Train Your Dragon: The Hidden World,"Animation, Family, Adventure",English,United States of America,2019-01-03,104,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind."
https://www.nytimes.com/2019/02/14/movies/a-tuba-to-cuba-review.html,This joyous documentary follows the Preservation Hall Jazz Band to Cuba for a celebration of musical history and common bonds.,The New York Times,"subject: Documentary Films and Programs;creative_works: A Tuba to Cuba (Movie);persons: Herrington, TG;persons: Clinch, Danny;subject: Jazz;organizations: Preservation Hall Jazz Band;",2019-02-14T12:00:01+0000,267,‘A Tuba to Cuba’ Review: A New Orleans Jazz Band Makes a Caribbean Connection,Critic’s Pick,,Love Notes Forge a Caribbean Bond,,,,By Jeannette Catsoulis,,A Tuba to Cuba,"Documentary, Music, History",English,"Cuba, United States of America",2019-02-15,82,"A son seeking to fulfill his late father’s dream takes his band from the storied city of New Orleans to the shores of Cuba, where — through the universal language of music — dark and ancient connections between their peoples reveal the roots of jazz."
https://www.nytimes.com/2019/02/13/movies/fighting-with-my-family-review.html,"Dwayne Johnson helped produce this charming comedy about a family of professional wrestlers, their chops, drops and drama.",The New York Times,"subject: Movies;creative_works: Fighting with My Family (Movie);persons: Merchant, Stephen;persons: Pugh, Florence;persons: Johnson, Dwayne (1972- );persons: Headey, Lena;persons: Frost, Nick;persons: Vaughn, Vince;persons: Lowden, Jack (1990- );",2019-02-13T23:46:10+0000,759,"‘Fighting With My Family’ Review: They Body Slam You, Your Mum and Dad. Lovingly.",Critic’s Pick,,They Show Their Love With a Body Slam,,,,By Manohla Dargis,,Fighting With My Family,Comedy,English,"United Kingdom, United States of America",2019-02-14,108,"Born into a tight-knit wrestling family, Paige and her brother Zak are ecstatic when they get the once-in-a-lifetime opportunity to try out for the WWE. But when only Paige earns a spot in the competitive training program, she must leave her loved ones behind and face this new cutthroat world alone. Paige's journey pushes her to dig deep and ultimately prove to the world that what makes her different is the very thing that can make her a star."
https://www.nytimes.com/2019/02/12/movies/sorry-angel-review.html,"Set in early 1990s Paris, Christophe Honoré’s new film presents us with a middle-aged, H.I.V.-stricken writer falling, wearily, for a bookish 20-something.",The New York Times,"subject: Movies;creative_works: Sorry Angel (Movie);persons: Honore, Christophe;",2019-02-12T21:46:52+0000,491,"‘Sorry Angel’ Review: A Love Affair Two Men Start, Knowing the End",Critic’s Pick,,Attraction: That’s the Easy Part,,,,By Glenn Kenny,,Sorry Angel,"Comedy, Drama, Romance","French, Spanish",France,2018-05-09,132,Jacques is a writer living in Paris. He hasn't turned 40 but already mistrusts that the best in life is yet to come. Arthur is a student living in Brittany. He reads and smiles a lot and refuses to think that everything in life might not be possible. Jacques and Arthur will like each other. Just like in a lovely dream. Just like in a sad story.
https://www.nytimes.com/2019/02/07/movies/berlin-i-love-you-review.html,"The once-divided nature of Berlin isn’t given much consideration in this film, part of the Cities of Love series.",The New York Times,"subject: Movies;creative_works: Berlin, I Love You (Movie);persons: Agron, Dianna;persons: Knightley, Keira;persons: Luna, Diego;persons: Mirren, Helen;persons: Rourke, Mickey;persons: Wilson, Luke;",2019-02-07T12:00:01+0000,227,"‘Berlin, I Love You’ Review: Many Stories, Not Much Feeling",,,"Berlin, I Love You",,,,By Glenn Kenny,,"Berlin, I Love You",Drama,"English, German","Germany, United States of America",2019-02-08,120,An anthology feature of 10 stories of romance set in the German capital.
https://www.nytimes.com/2019/02/07/movies/untogether-review.html,Jemima Kirke and Lola Kirke play damaged siblings in this exasperatingly affected romantic drama from Emma Forrest.,The New York Times,"subject: Movies;persons: Dornan, Jamie;persons: Kirke, Jemima;persons: Kirke, Lola;creative_works: Untogether (Movie);persons: Forrest, Emma;",2019-02-07T12:00:01+0000,269,"‘Untogether’ Review: Adrift in Los Angeles, Looking for Love",,,Untogether,,,,By Jeannette Catsoulis,,Untogether,"Comedy, Drama",English,United States of America,2019-02-08,98,"Once considered a teen prodigy, a recovering addict sobers up and tries to get her writing career back on track. She begins a relationship with a rising author known for his wartime memoirs."
https://www.nytimes.com/2018/12/20/movies/cold-war-review.html,"In post-World War II Poland, a singer and a piano player find each other, fall in love and soon end up on opposite sides of history.",The New York Times,"subject: Movies;creative_works: Cold War (Movie);persons: Pawlikowski, Pawel;persons: Kot, Tomasz;persons: Kulesza, Agata;persons: Szyc, Borys;persons: Kulig, Joanna;",2018-12-20T17:09:56+0000,981,‘Cold War’ Review: Love Without Borders,Critic’s Pick,,A Resonating Love Shall Guide You,,,,By Manohla Dargis,,Cold War,"Drama, Romance, War, Music","German, Croatian, French, Italian, Polish, Russian","France, Poland, United Kingdom",2018-06-08,88,"A man and a woman meet in the ruins of post-war Poland. With vastly different backgrounds and temperaments, they are fatally mismatched and yet drawn to each other."
https://www.nytimes.com/2018/12/12/movies/if-beale-street-could-talk-review.html,"The couple in this adaptation of James Baldwin’s novel are loving while black, an existential truth that is turned into a nightmare.",The New York Times,"subject: Movies;creative_works: If Beale Street Could Talk (Movie);persons: Jenkins, Barry;persons: Baldwin, James (1924-87);persons: James, Stephan (1993- );persons: Layne, KiKi;persons: Wittrock, Finn;",2018-12-12T21:30:02+0000,1057,‘If Beale Street Could Talk’ Review: Trusting Love in a World Ruled by Hate,Critic’s Pick,,Love Is Forced to Live in a Nightmare,,,,By Manohla Dargis,,If Beale Street Could Talk,"Romance, Drama",English,United States of America,2018-12-14,120,"After her fiance is falsely imprisoned, a pregnant African-American woman sets out to clear his name and prove his innocence."
https://www.nytimes.com/2018/12/06/movies/asher-review.html,Ron Perlman and Famke Janssen star in this film that finds a hired killer dealing with his own mortality.,The New York Times,"subject: Movies;creative_works: Asher (Movie);persons: Caton-Jones, Michael;persons: Perlman, Ron;persons: Janssen, Famke;",2018-12-06T12:00:04+0000,259,‘Asher’ Review: An Aging Hit Man Finds Love,,,Asher,,,,By Glenn Kenny,,Asher,"Thriller, Action, Drama",English,United States of America,2018-12-07,117,"Asher is a former Mossad agent turned gun for hire, living an austere life in an ever-changing Brooklyn. Approaching the end of his career, he breaks the oath he took as a young man when he meets Sophie on a hit gone wrong. In order to have love in his life before it's too late, he must kill the man he was, for a chance at becoming the man he wants to be."
https://www.nytimes.com/2018/12/06/movies/the-great-pretender-review.html,"In Nathan Silver’s new film, American bros break the hearts of beautiful Frenchwomen. Realism or wishful thinking?",The New York Times,"subject: Movies;creative_works: The Great Pretender (Movie);persons: Silver, Nathan (Film Director);persons: Garrel, Esther;",2018-12-06T12:00:01+0000,317,‘The Great Pretender’ Review: Tedious Love Affairs in Artsy Brooklyn,,,The Great Pretender,,,,By Glenn Kenny,,The Great Pretender,"Music, Documentary",English,United States of America,2012-09-25,107,"Archive footage of interviews, concerts and personal material bring to light the solo performance work of Mercury, the lead singer of Queen."
https://www.nytimes.com/2018/11/29/movies/sicilian-ghost-story-review.html,"Flipping from bucolic to brutal with distressing ease, this beautifully realized movie views a Mafia kidnapping through the prism of first love.",The New York Times,"subject: Movies;creative_works: Sicilian Ghost Story (Movie);persons: Grassadonia, Fabio;persons: Piazza, Antonio;",2018-11-29T12:00:06+0000,258,‘Sicilian Ghost Story’ Review: Fairy-Tale Love Meets Real-Life Crime,Critic’s Pick,,Love in an Enchanted Forest Turns Eerie,,,,By Jeannette Catsoulis,,Sicilian Ghost Story,"Mystery, Drama, Fantasy",Italian,"France, Italy, Switzerland",2017-11-18,122,"In a little Sicilian village at the edge of a forest, Giuseppe, a boy of 13, vanishes. Luna, his classmate who loves him, refuses to accept his mysterious disappearance. She rebels against the silence and complicity that surround her, and to find him she descends into the dark world which has swallowed him up and which has a lake as its mysterious entrance."
https://www.nytimes.com/2018/11/08/movies/the-new-romantic-review.html,A college newspaper columnist writes about her experiences trading gifts for sex in a film that squanders its good will.,The New York Times,"subject: Movies;creative_works: The New Romantic (Movie);persons: Barden, Jessica (1992- );persons: Stone, Carly (Film Director);",2018-11-08T12:05:01+0000,269,‘The New Romantic’ Review: Experiments With Love and Money,,,The New Romantic,,,,By Teo Bugbee,,The New Romantic,"Drama, Comedy",English,Canada,2018-10-19,82,"In order to escape her looming post-graduation fate that includes student debt and zero romantic prospects, Blake Conway becomes a sugar baby. As the aspiring journalist and hopeless romantic documents the adventure, she sets out on a quest to figure out if society is right to judge these women and if her own self worth comes with a price."
https://www.nytimes.com/2018/11/08/movies/pimp-review.html,This lurid melodrama follows a female pimp (Keke Palmer) and her girlfriend-prostitute.,The New York Times,"subject: Movies;persons: Palmer, Keke;persons: Gathegi, Edi;persons: Crokos, Christine;creative_works: Pimp (Movie);",2018-11-08T12:00:01+0000,270,‘Pimp’ Review: Blaxploitation and Lesbian Love,,,Pimp,,,,By Jeannette Catsoulis,,Pimp,Drama,English,United States of America,2018-11-09,86,"An urban love story set on the hard streets of the Bronx. A struggling female pimp, named Wednesday, grows up learning the game from her dad. Once he's gone she's left to look out for her prostitute mother and girlfriend Nikki."
https://www.nytimes.com/2018/11/08/movies/in-a-relationship-review.html,"Sam Boyd’s gentle, loose-limbed romantic comedy wins no prizes for originality.",The New York Times,"subject: Movies;persons: Roberts, Emma (1991- );persons: ANGARANO, MICHAEL;persons: Hemingway, Dree (1987- );creative_works: In a Relationship (Movie);persons: Boyd, Sam (Film Director);",2018-11-08T12:00:01+0000,253,‘In a Relationship’ Review: Two Couples at Opposite Stages of Love,,,In a Relationship,,,,By Jeannette Catsoulis,,In a Relationship,"Drama, Comedy, Romance",English,"Mexico, United States of America",2018-11-09,92,"Long-term couple Owen and Hallie are breaking up—or maybe not?—and just as their relationship reaches a turning point, Matt and Willa embark on a romance of their own."
